Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2025-01-23T15:40:00Z,"QQQ",2025-01-23T20:50:00Z,Buy,526.642026966,527.705287785,49,52.1,2,-28.24,62.32,74.98,1,"	729,730" 
2025-01-31T14:55:00Z,"QQQ",2025-01-31T18:35:00Z,Buy,525.588703164,522.935519625,49,-130.01,2,-130.01,124.16,254.17,0,"	731,732" 
2025-02-05T16:10:00Z,"QQQ",2025-02-05T20:50:00Z,Buy,520.282336086,522.070999146,50,89.43,2,-65.58,148.56,73.53,1,"	733,734" 
2025-02-11T15:25:00Z,"QQQ",2025-02-11T20:50:00Z,Buy,525.111726348,524.356513056,49,-37.01,2,-104.69,67.68,172.37,0,"	735,736" 
2025-02-19T16:45:00Z,"QQQ",2025-02-19T20:50:00Z,Buy,535.933137861,535.545594198,48,-18.6,2,-40.07,68.68,95.4,0,"	737,738" 
2025-03-20T14:00:00Z,"QQQ",2025-03-20T19:50:00Z,Buy,477.443855799,477.036438102,54,-22,2,-168.49,215.18,383.67,0,"	739,740" 
2025-04-23T14:35:00Z,"QQQ",2025-04-23T15:30:00Z,Buy,460.43136678,455.11708956,56,-297.6,2,-332.15,34,366.15,0,"	741,742" 
2025-04-24T13:55:00Z,"QQQ",2025-04-24T19:50:00Z,Buy,457.50552876,464.92959394,56,415.75,2,-12.82,421.88,135.42,1,"	743,744" 
2025-04-25T14:10:00Z,"QQQ",2025-04-25T17:55:00Z,Buy,466.55174223,467.11899654,55,31.2,2,-169.68,229.89,201.43,1,"	745,746" 
2025-05-02T14:15:00Z,"QQQ",2025-05-02T19:50:00Z,Buy,485.61944851,485.76872596,53,7.91,2,-32.17,154.01,146.1,1,"	747,748" 
2025-05-05T14:10:00Z,"QQQ",2025-05-05T19:50:00Z,Buy,483.71864898,484.37546976,53,34.81,2,-62.24,156.12,128.64,1,"	749,750" 
2025-05-13T13:55:00Z,"QQQ",2025-05-13T19:50:00Z,Buy,509.30480391,513.93240486,51,236.01,2,0,280.67,78.16,1,"	751,752" 
2025-06-03T14:05:00Z,"QQQ",2025-06-03T19:50:00Z,Buy,522.75967807,524.17283793,50,70.66,2,-51.25,170.67,139.33,1,"	753,754" 
2025-06-09T14:10:00Z,"QQQ",2025-06-09T19:50:00Z,Buy,528.18342542,528.46207666,49,13.65,2,-6.34,70.22,72.17,1,"	755,756" 
2025-06-10T16:05:00Z,"QQQ",2025-06-10T19:50:00Z,Buy,529.99465848,530.9301305,49,45.84,2,-66.32,108.26,104.84,1,"	757,758" 
2025-06-24T15:05:00Z,"QQQ",2025-06-24T19:50:00Z,Buy,536.278831616,538.221618176,48,93.25,2,-6.7,113.82,40.17,1,"	759,760" 
2025-06-26T14:35:00Z,"QQQ",2025-06-26T19:50:00Z,Buy,541.997598208,544.169533952,48,104.25,2,-25.82,119.08,60.73,1,"	761,762" 
2025-06-27T14:00:00Z,"QQQ",2025-06-27T18:20:00Z,Buy,546.57061888,544.77727744,47,-84.29,2,-84.29,59.94,144.22,0,"	763,764" 
2025-07-03T14:00:00Z,"QQQ",2025-07-03T16:50:00Z,Buy,552.717794816,554.09268992,47,64.62,2,0,110.98,46.36,1,"	765,766" 
2025-07-17T13:55:00Z,"QQQ",2025-07-17T19:50:00Z,Buy,557.23103744,559.901123584,47,125.49,2,-31.84,137.2,53.85,1,"	767,768" 
2025-07-25T13:55:00Z,"QQQ",2025-07-25T19:50:00Z,Buy,563.677103616,564.673404416,46,45.83,2,-10.08,86.16,45.37,1,"	769,770" 
2025-08-08T14:10:00Z,"QQQ",2025-08-08T19:50:00Z,Buy,571.288841728,571.647510016,45,16.14,2,-55.15,59.18,91.01,1,"	771,772" 
2025-08-11T14:20:00Z,"QQQ",2025-08-11T18:25:00Z,Buy,573.789556736,571.627584,45,-97.29,2,-97.74,37.66,135.4,0,"	773,774" 
2025-08-14T14:20:00Z,"QQQ",2025-08-14T19:50:00Z,Buy,578.322725376,578.213132288,45,-4.93,2,-86.08,59.18,145.26,0,"	775,776" 
2025-08-25T14:05:00Z,"QQQ",2025-08-25T19:50:00Z,Buy,569.395870208,569.48553728,46,4.12,2,-21.08,76.99,77.45,1,"	777,778" 
2025-09-08T13:55:00Z,"QQQ",2025-09-08T19:15:00Z,Buy,578.15335424,575.871825408,45,-102.67,2,-108.05,22.42,130.47,0,"	779,780" 
2025-09-11T14:40:00Z,"QQQ",2025-09-11T19:50:00Z,Buy,581.919371264,582.527114752,45,27.35,2,-35.87,33.18,51.11,1,"	781,782" 
2025-09-12T14:25:00Z,"QQQ",2025-09-12T19:50:00Z,Buy,583.603119616,584.699050496,44,48.22,2,-4.82,91.18,71.45,1,"	783,784" 
2025-09-15T13:55:00Z,"QQQ",2025-09-15T19:50:00Z,Buy,587.927065088,588.96321792,44,45.59,2,-12.71,46.03,43.84,1,"	785,786" 
2025-09-19T16:25:00Z,"QQQ",2025-09-19T19:50:00Z,Buy,596.076805632,596.73436416,44,28.93,2,-15.34,38.8,36.38,1,"	787,788" 
2025-09-22T13:55:00Z,"QQQ",2025-09-22T19:50:00Z,Buy,597.77520101,600.807466338,43,130.39,2,-19.3,150.55,37.31,1,"	789,790" 
2025-09-30T15:00:00Z,"QQQ",2025-09-30T17:25:00Z,Buy,597.426091515,594.98232505,43,-105.08,2,-105.08,13.72,118.81,0,"	791,792" 
2025-10-01T15:05:00Z,"QQQ",2025-10-01T19:50:00Z,Buy,599.111791648,601.984464064,43,123.52,2,-25.73,133.39,33.88,1,"	793,794" 
2025-10-16T14:45:00Z,"QQQ",2025-10-16T15:30:00Z,Buy,606.55281117,603.390876601,43,-135.96,2,-141.97,0,141.97,0,"	795,796" 
2025-10-20T14:05:00Z,"QQQ",2025-10-20T19:50:00Z,Buy,608.527773456,610.572557641,43,87.93,2,-21.87,114.95,54.9,1,"	797,798" 
2025-10-21T15:55:00Z,"QQQ",2025-10-21T19:50:00Z,Buy,610.552608527,610.422939286,43,-5.58,2,-71.2,20.16,91.36,0,"	799,800" 
2025-10-27T14:10:00Z,"QQQ",2025-10-27T19:50:00Z,Buy,624.137955161,626.20268846,42,86.72,2,-37.28,87.14,37.28,1,"	801,802" 
2025-11-25T16:55:00Z,"QQQ",2025-11-25T20:50:00Z,Buy,602.942021536,607.699885225,43,204.59,2,0,208.45,120.95,1,"	803,804" 
2025-12-23T16:55:00Z,"QQQ",2025-12-23T20:50:00Z,Buy,620.4179092,621.26683905,42,35.66,2,-19.3,35.66,22.86,1,"	805,806" 
2025-12-24T16:10:00Z,"QQQ",2025-12-24T17:50:00Z,Buy,622.24560523,623.08454767,42,35.24,2,0,43.21,17.2,1,"	807,808" 
2026-01-07T15:35:00Z,"QQQ",2026-01-07T20:50:00Z,Buy,624.43284802,623.32424551,42,-46.56,2,-62.92,112,174.92,0,"	809,810" 
