Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2020-04-27T15:00:00Z,QQQ,207.51087721,-120,Market,Filled,-24901.3052652,"ORB Long ORB Trail Stop" 
2020-05-08T14:20:00Z,QQQ,215.99724081,116,Market,Filled,25055.67993396,"ORB Long qty=116" 
2020-05-08T19:50:00Z,QQQ,216.65300527,-116,Market,Filled,-25131.74861132,"ORB EOD Flatten" 
2020-05-11T14:05:00Z,QQQ,217.395562085,115,Market,Filled,25000.489639775,"ORB Long qty=115" 
2020-05-11T19:50:00Z,QQQ,219.02532964,-115,Market,Filled,-25187.9129086,"ORB EOD Flatten" 
2020-05-18T14:35:00Z,QQQ,219.015686045,114,Market,Filled,24967.78820913,"ORB Long qty=114" 
2020-05-18T19:50:00Z,QQQ,220.20184823,-114,Market,Filled,-25103.01069822,"ORB EOD Flatten" 
2020-05-28T14:15:00Z,QQQ,222.86348045,113,Market,Filled,25183.57329085,"ORB Long qty=113" 
2020-05-28T19:50:00Z,QQQ,221.523020745,-113,Market,Filled,-25032.101344185,"ORB EOD Flatten" 
2020-06-09T14:25:00Z,QQQ,233.307493835,107,Market,Filled,24963.901840345,"ORB Long qty=107" 
2020-06-09T19:50:00Z,QQQ,234.754033085,-107,Market,Filled,-25118.681540095,"ORB EOD Flatten" 
2020-06-17T16:35:00Z,QQQ,236.17164155,106,Market,Filled,25034.1940043,"ORB Long qty=106" 
2020-06-17T19:25:00Z,QQQ,234.95654858,-106,Market,Filled,-24905.39414948,"ORB Long ORB Trail Stop" 
2020-06-18T15:00:00Z,QQQ,235.51587709,106,Market,Filled,24964.68297154,"ORB Long qty=106" 
2020-06-18T19:05:00Z,QQQ,234.18506098,-106,Market,Filled,-24823.61646388,"ORB Long ORB Trail Stop" 
2020-06-23T14:20:00Z,QQQ,240.562683152,104,Market,Filled,25018.519047808,"ORB Long qty=104" 
2020-06-23T19:30:00Z,QQQ,240.630305784,-104,Market,Filled,-25025.551801536,"ORB Long Profit Lock Stop" 
2020-07-01T14:30:00Z,QQQ,240.59166428,104,Market,Filled,25021.53308512,"ORB Long qty=104" 
2020-07-01T19:50:00Z,QQQ,242.900494144,-104,Market,Filled,-25261.651390976,"ORB EOD Flatten" 
2020-07-06T14:00:00Z,QQQ,247.894908536,101,Market,Filled,25037.385762136,"ORB Long qty=101" 
2020-07-06T15:45:00Z,QQQ,250.05883276,-101,Market,Filled,-25255.94210876,"ORB Long TP" 
2020-07-07T14:15:00Z,QQQ,250.937926976,100,Market,Filled,25093.7926976,"ORB Long qty=100" 
2020-07-07T19:10:00Z,QQQ,248.793323504,-100,Market,Filled,-24879.3323504,"ORB Long ORB Trail Stop" 
2020-07-30T16:05:00Z,QQQ,251.401625024,100,Market,Filled,25140.1625024,"ORB Long qty=100" 
2020-07-30T19:50:00Z,QQQ,252.03920984,-100,Market,Filled,-25203.920984,"ORB EOD Flatten" 
2020-08-03T16:00:00Z,QQQ,260.49203884,96,Market,Filled,25007.23572864,"ORB Long qty=96" 
2020-08-03T19:50:00Z,QQQ,260.665925608,-96,Market,Filled,-25023.928858368,"ORB EOD Flatten" 
2020-08-04T14:10:00Z,QQQ,261.16826516,96,Market,Filled,25072.15345536,"ORB Long qty=96" 
2020-08-04T18:35:00Z,QQQ,259.168567328,-96,Market,Filled,-24880.182463488,"ORB Long ORB Trail Stop" 
2020-08-05T13:55:00Z,QQQ,261.805849976,96,Market,Filled,25133.361597696,"ORB Long qty=96" 
2020-08-05T19:50:00Z,QQQ,261.177925536,-96,Market,Filled,-25073.080851456,"ORB EOD Flatten" 
2020-08-06T14:15:00Z,QQQ,262.356491408,95,Market,Filled,24923.86668376,"ORB Long qty=95" 
2020-08-06T19:20:00Z,QQQ,265.56373624,-95,Market,Filled,-25228.5549428,"ORB Long TP" 
2020-08-07T14:55:00Z,QQQ,265.496113608,94,Market,Filled,24956.634679152,"ORB Long qty=94" 
2020-08-07T15:30:00Z,QQQ,264.056717584,-94,Market,Filled,-24821.331452896,"ORB Long ORB Trail Stop" 
2020-08-13T14:35:00Z,QQQ,264.858528792,95,Market,Filled,25161.56023524,"ORB Long qty=95" 
2020-08-13T18:25:00Z,QQQ,262.684944192,-95,Market,Filled,-24955.06969824,"ORB Long ORB Trail Stop" 
2020-08-19T15:45:00Z,QQQ,269.128414984,93,Market,Filled,25028.942593512,"ORB Long qty=93" 
2020-08-19T18:30:00Z,QQQ,267.244641664,-93,Market,Filled,-24853.751674752,"ORB Long ORB Trail Stop" 
2020-08-21T14:30:00Z,QQQ,271.591810864,92,Market,Filled,24986.446599488,"ORB Long qty=92" 
2020-08-21T19:50:00Z,QQQ,272.007207032,-92,Market,Filled,-25024.663046944,"ORB EOD Flatten" 
2020-08-25T14:20:00Z,QQQ,274.296716144,91,Market,Filled,24961.001169104,"ORB Long qty=91" 
2020-08-25T19:50:00Z,QQQ,275.890678184,-91,Market,Filled,-25106.051714744,"ORB EOD Flatten" 
2020-08-26T14:30:00Z,QQQ,278.238149552,90,Market,Filled,25041.43345968,"ORB Long qty=90" 
2020-08-26T16:15:00Z,QQQ,281.039658592,-90,Market,Filled,-25293.56927328,"ORB Long TP" 
2020-08-27T15:05:00Z,QQQ,283.43543184,88,Market,Filled,24942.31800192,"ORB Long qty=88" 
2020-08-27T16:50:00Z,QQQ,280.286149264,-88,Market,Filled,-24665.181135232,"ORB Long ORB Trail Stop" 
2020-08-31T14:20:00Z,QQQ,284.11165816,88,Market,Filled,25001.82591808,"ORB Long qty=88" 
2020-08-31T19:50:00Z,QQQ,286.57505404,-88,Market,Filled,-25218.60475552,"ORB EOD Flatten" 
2020-09-01T14:05:00Z,QQQ,288.21731796,87,Market,Filled,25074.90666252,"ORB Long qty=87" 
2020-09-01T19:50:00Z,QQQ,289.028789544,-87,Market,Filled,-25145.504690328,"ORB EOD Flatten" 
2020-10-06T14:10:00Z,QQQ,271.08776345,92,Market,Filled,24940.0742374,"ORB Long qty=92" 
2020-10-06T15:20:00Z,QQQ,269.36571135,-92,Market,Filled,-24781.6454442,"ORB Long ORB Trail Stop" 
2020-10-09T14:05:00Z,QQQ,274.7930778,91,Market,Filled,25006.1700798,"ORB Long qty=91" 
2020-10-09T19:50:00Z,QQQ,275.8959651,-91,Market,Filled,-25106.5328241,"ORB EOD Flatten" 
2020-10-12T14:55:00Z,QQQ,282.0876131,89,Market,Filled,25105.7975659,"ORB Long qty=89" 
2020-10-12T18:30:00Z,QQQ,287.6794452,-89,Market,Filled,-25603.4706228,"ORB Long TP" 
2020-10-13T15:25:00Z,QQQ,287.0409315,88,Market,Filled,25259.601972,"ORB Long qty=88" 
2020-10-13T19:50:00Z,QQQ,285.4736706,-88,Market,Filled,-25121.6830128,"ORB EOD Flatten" 
2020-10-26T13:55:00Z,QQQ,275.3928937,91,Market,Filled,25060.7533267,"ORB Long qty=91" 
2020-10-26T14:55:00Z,QQQ,272.73241995,-91,Market,Filled,-24818.65021545,"ORB Long ORB Trail Stop" 
2020-11-05T14:55:00Z,QQQ,285.01897145,88,Market,Filled,25081.6694876,"ORB Long qty=88" 
2020-11-05T20:50:00Z,QQQ,284.1385965,-88,Market,Filled,-25004.196492,"ORB EOD Flatten" 
2020-11-16T15:25:00Z,QQQ,283.0163603,89,Market,Filled,25188.4560667,"ORB Long qty=89" 
2020-11-16T20:50:00Z,QQQ,282.71645235,-89,Market,Filled,-25161.76425915,"ORB EOD Flatten" 
2020-11-24T16:05:00Z,QQQ,283.20017485,88,Market,Filled,24921.6153868,"ORB Long qty=88" 
2020-11-24T20:50:00Z,QQQ,284.8351569,-88,Market,Filled,-25065.4938072,"ORB EOD Flatten" 
2020-11-27T15:15:00Z,QQQ,289.3627995,87,Market,Filled,25174.5635565,"ORB Long qty=87" 
2020-11-27T17:50:00Z,QQQ,288.92744925,-87,Market,Filled,-25136.68808475,"ORB EOD Flatten" 
2020-12-01T15:05:00Z,QQQ,292.89397375,86,Market,Filled,25188.8817425,"ORB Long qty=86" 
2020-12-01T20:20:00Z,QQQ,293.08746275,-86,Market,Filled,-25205.5217965,"ORB Long Profit Lock Stop" 
2020-12-02T15:20:00Z,QQQ,292.9229971,86,Market,Filled,25191.3777506,"ORB Long qty=86" 
2020-12-02T20:50:00Z,QQQ,293.7743487,-86,Market,Filled,-25264.5939882,"ORB EOD Flatten" 
2020-12-03T15:05:00Z,QQQ,295.1868184,85,Market,Filled,25090.879564,"ORB Long qty=85" 
2020-12-03T16:10:00Z,QQQ,294.09360555,-85,Market,Filled,-24997.95647175,"ORB Long ORB Trail Stop" 
2020-12-04T15:00:00Z,QQQ,295.11909725,85,Market,Filled,25085.12326625,"ORB Long qty=85" 
2020-12-04T20:50:00Z,QQQ,295.1868184,-85,Market,Filled,-25090.879564,"ORB EOD Flatten" 
2020-12-07T15:05:00Z,QQQ,297.09268505,84,Market,Filled,24955.7855442,"ORB Long qty=84" 
2020-12-07T20:50:00Z,QQQ,296.31872905,-84,Market,Filled,-24890.7732402,"ORB EOD Flatten" 
2021-01-20T15:10:00Z,QQQ,311.917507268,80,Market,Filled,24953.40058144,"ORB Long qty=80" 
2021-01-20T20:50:00Z,QQQ,314.437426228,-80,Market,Filled,-25154.99409824,"ORB EOD Flatten" 
2021-01-21T15:15:00Z,QQQ,315.687693712,79,Market,Filled,24939.327803248,"ORB Long qty=79" 
2021-01-21T20:50:00Z,QQQ,316.83134924,-79,Market,Filled,-25029.67658996,"ORB EOD Flatten" 
2021-01-26T15:50:00Z,QQQ,319.215580256,79,Market,Filled,25218.030840224,"ORB Long qty=79" 
2021-01-26T20:50:00Z,QQQ,318.488680556,-79,Market,Filled,-25160.605763924,"ORB EOD Flatten" 
2021-02-02T15:20:00Z,QQQ,317.36440902,79,Market,Filled,25071.78831258,"ORB Long qty=79" 
2021-02-02T20:50:00Z,QQQ,318.3820686,-79,Market,Filled,-25152.1834194,"ORB EOD Flatten" 
2021-02-08T15:10:00Z,QQQ,323.354062548,78,Market,Filled,25221.616878744,"ORB Long qty=78" 
2021-02-08T16:35:00Z,QQQ,321.561043288,-78,Market,Filled,-25081.761376464,"ORB Long ORB Trail Stop" 
2021-02-09T15:00:00Z,QQQ,323.751434384,77,Market,Filled,24928.860447568,"ORB Long qty=77" 
2021-02-09T20:50:00Z,QQQ,323.61574644,-77,Market,Filled,-24918.41247588,"ORB EOD Flatten" 
2021-02-12T15:45:00Z,QQQ,324.071270252,77,Market,Filled,24953.487809404,"ORB Long qty=77" 
2021-02-12T20:50:00Z,QQQ,325.573529632,-77,Market,Filled,-25069.161781664,"ORB EOD Flatten" 
2021-03-12T14:55:00Z,QQQ,304.415902364,82,Market,Filled,24962.103993848,"ORB Long qty=82" 
2021-03-12T15:55:00Z,QQQ,302.254587256,-82,Market,Filled,-24784.876154992,"ORB Long ORB Trail Stop" 
2021-03-17T14:00:00Z,QQQ,308.35085274,81,Market,Filled,24976.41907194,"ORB Long qty=81" 
2021-03-17T19:50:00Z,QQQ,312.03381122,-81,Market,Filled,-25274.73870882,"ORB EOD Flatten" 
2021-04-01T14:10:00Z,QQQ,314.756602745,80,Market,Filled,25180.5282196,"ORB Long qty=80" 
2021-04-01T19:50:00Z,QQQ,314.70808161,-80,Market,Filled,-25176.6465288,"ORB EOD Flatten" 
2021-04-05T14:05:00Z,QQQ,318.948828809,79,Market,Filled,25196.957475911,"ORB Long qty=79" 
2021-04-05T19:50:00Z,QQQ,321.384589786,-79,Market,Filled,-25389.382593094,"ORB EOD Flatten" 
2021-04-09T14:00:00Z,QQQ,324.548167788,78,Market,Filled,25314.757087464,"ORB Long qty=78" 
2021-04-09T19:50:00Z,QQQ,326.74132309,-78,Market,Filled,-25485.82320102,"ORB EOD Flatten" 
2021-04-26T14:15:00Z,QQQ,330.166915221,76,Market,Filled,25092.685556796,"ORB Long qty=76" 
2021-04-26T19:50:00Z,QQQ,331.059704105,-76,Market,Filled,-25160.53751198,"ORB EOD Flatten" 
2021-05-26T16:00:00Z,QQQ,324.451125518,78,Market,Filled,25307.187790404,"ORB Long qty=78" 
2021-05-26T19:50:00Z,QQQ,323.936801487,-78,Market,Filled,-25267.070515986,"ORB EOD Flatten" 
2021-05-27T14:20:00Z,QQQ,324.140590254,78,Market,Filled,25282.966039812,"ORB Long qty=78" 
2021-05-27T19:50:00Z,QQQ,323.1507591,-78,Market,Filled,-25205.7592098,"ORB EOD Flatten" 
2021-06-10T13:55:00Z,QQQ,330.13780254,76,Market,Filled,25090.47299304,"ORB Long qty=76" 
2021-06-10T19:50:00Z,QQQ,329.759337687,-76,Market,Filled,-25061.709664212,"ORB EOD Flatten" 
2021-06-11T13:55:00Z,QQQ,330.894732246,76,Market,Filled,25147.999650696,"ORB Long qty=76" 
2021-06-11T15:05:00Z,QQQ,329.759337687,-76,Market,Filled,-25061.709664212,"ORB Long ORB Trail Stop" 
2021-06-14T16:05:00Z,QQQ,332.408591658,76,Market,Filled,25263.052966008,"ORB Long qty=76" 
2021-06-14T19:50:00Z,QQQ,333.379014358,-76,Market,Filled,-25336.805091208,"ORB EOD Flatten" 
2021-06-22T15:10:00Z,QQQ,335.970979299,75,Market,Filled,25197.823447425,"ORB Long qty=75" 
2021-06-22T19:50:00Z,QQQ,337.651757166,-75,Market,Filled,-25323.88178745,"ORB EOD Flatten" 
2021-06-23T14:00:00Z,QQQ,338.77875273,74,Market,Filled,25069.62770202,"ORB Long qty=74" 
2021-06-23T15:05:00Z,QQQ,337.506024981,-74,Market,Filled,-24975.445848594,"ORB Long ORB Trail Stop" 
2021-06-24T14:20:00Z,QQQ,340.789856883,74,Market,Filled,25218.449409342,"ORB Long qty=74" 
2021-06-24T17:45:00Z,QQQ,339.594852966,-74,Market,Filled,-25130.019119484,"ORB Long ORB Trail Stop" 
2021-06-29T16:25:00Z,QQQ,344.248567407,73,Market,Filled,25130.145420711,"ORB Long qty=73" 
2021-06-29T19:50:00Z,QQQ,344.646902046,-73,Market,Filled,-25159.223849358,"ORB EOD Flatten" 
2021-07-02T15:55:00Z,QQQ,347.367236166,72,Market,Filled,25010.441003952,"ORB Long qty=72" 
2021-07-02T19:50:00Z,QQQ,348.445654335,-72,Market,Filled,-25088.08711212,"ORB EOD Flatten" 
2021-07-06T14:10:00Z,QQQ,350.136147681,72,Market,Filled,25209.802633032,"ORB Long qty=72" 
2021-07-06T14:35:00Z,QQQ,348.737118705,-72,Market,Filled,-25109.07254676,"ORB Long ORB Trail Stop" 
2021-07-13T13:55:00Z,QQQ,352.992498507,71,Market,Filled,25062.467393997,"ORB Long qty=71" 
2021-07-13T18:05:00Z,QQQ,351.399159951,-71,Market,Filled,-24949.340356521,"ORB Long ORB Trail Stop" 
2021-07-22T14:30:00Z,QQQ,353.002213986,71,Market,Filled,25063.157193006,"ORB Long qty=71" 
2021-07-22T19:50:00Z,QQQ,353.225670003,-71,Market,Filled,-25079.022570213,"ORB EOD Flatten" 
2021-08-05T14:55:00Z,QQQ,358.802354949,70,Market,Filled,25116.16484643,"ORB Long qty=70" 
2021-08-05T19:50:00Z,QQQ,358.831501386,-70,Market,Filled,-25118.20509702,"ORB EOD Flatten" 
2021-08-23T14:00:00Z,QQQ,360.143091051,70,Market,Filled,25210.01637357,"ORB Long qty=70" 
2021-08-23T19:50:00Z,QQQ,362.892571608,-70,Market,Filled,-25402.48001256,"ORB EOD Flatten" 
2021-08-30T14:00:00Z,QQQ,367.857181377,68,Market,Filled,25014.288333636,"ORB Long qty=68" 
2021-08-30T19:50:00Z,QQQ,369.858570051,-68,Market,Filled,-25150.382763468,"ORB EOD Flatten" 
2021-09-07T14:55:00Z,QQQ,371.22845259,68,Market,Filled,25243.53477612,"ORB Long qty=68" 
2021-09-07T19:50:00Z,QQQ,371.247883548,-68,Market,Filled,-25244.856081264,"ORB EOD Flatten" 
2021-09-24T14:05:00Z,QQQ,361.71916312,70,Market,Filled,25320.3414184,"ORB Long qty=70" 
2021-09-24T19:50:00Z,QQQ,363.401804024,-70,Market,Filled,-25438.12628168,"ORB EOD Flatten" 
2021-10-15T15:00:00Z,QQQ,358.305250072,70,Market,Filled,25081.36750504,"ORB Long qty=70" 
2021-10-15T19:50:00Z,QQQ,358.207987592,-70,Market,Filled,-25074.55913144,"ORB EOD Flatten" 
2021-10-26T14:15:00Z,QQQ,371.63993608,68,Market,Filled,25271.51565344,"ORB Long qty=68" 
2021-10-26T16:05:00Z,QQQ,369.150016592,-68,Market,Filled,-25102.201128256,"ORB Long ORB Trail Stop" 
2021-10-27T15:15:00Z,QQQ,371.182802424,68,Market,Filled,25240.430564832,"ORB Long qty=68" 
2021-10-27T19:50:00Z,QQQ,370.190725128,-68,Market,Filled,-25172.969308704,"ORB EOD Flatten" 
2021-10-28T14:30:00Z,QQQ,372.242963456,68,Market,Filled,25312.521515008,"ORB Long qty=68" 
2021-10-28T19:50:00Z,QQQ,373.030789544,-68,Market,Filled,-25366.093688992,"ORB EOD Flatten" 
2021-10-29T14:10:00Z,QQQ,372.252689704,68,Market,Filled,25313.182899872,"ORB Long qty=68" 
2021-10-29T19:50:00Z,QQQ,374.625894216,-68,Market,Filled,-25474.560806688,"ORB EOD Flatten" 
2021-11-17T15:40:00Z,QQQ,387.561804056,65,Market,Filled,25191.51726364,"ORB Long qty=65" 
2021-11-17T17:20:00Z,QQQ,387.3478266,-65,Market,Filled,-25177.608729,"ORB Long Profit Lock Stop" 
2021-11-18T16:35:00Z,QQQ,389.575137392,65,Market,Filled,25322.38393048,"ORB Long qty=65" 
2021-11-18T20:50:00Z,QQQ,391.004895848,-65,Market,Filled,-25415.31823012,"ORB EOD Flatten" 
2021-11-19T15:00:00Z,QQQ,393.854686512,64,Market,Filled,25206.699936768,"ORB Long qty=64" 
2021-11-19T20:50:00Z,QQQ,392.882061712,-64,Market,Filled,-25144.451949568,"ORB EOD Flatten" 
2021-11-22T15:05:00Z,QQQ,396.986538368,64,Market,Filled,25407.138455552,"ORB Long qty=64" 
2021-11-22T16:25:00Z,QQQ,394.311820168,-64,Market,Filled,-25235.956490752,"ORB Long ORB Trail Stop" 
2021-11-30T14:55:00Z,QQQ,388.631691336,65,Market,Filled,25261.05993684,"ORB Long qty=65" 
2021-11-30T15:50:00Z,QQQ,385.74299568,-65,Market,Filled,-25073.2947192,"ORB Long ORB Trail Stop" 
2022-01-12T15:15:00Z,QQQ,379.837775043,66,Market,Filled,25069.293152838,"ORB Long qty=66" 
2022-01-12T15:50:00Z,QQQ,376.711658442,-66,Market,Filled,-24862.969457172,"ORB Long ORB Trail Stop" 
2022-01-31T14:55:00Z,QQQ,346.969726668,72,Market,Filled,24981.820320096,"ORB Long qty=72" 
2022-01-31T20:50:00Z,QQQ,352.900583397,-72,Market,Filled,-25408.842004584,"ORB EOD Flatten" 
2022-02-09T16:05:00Z,QQQ,355.315776285,71,Market,Filled,25227.420116235,"ORB Long qty=71" 
2022-02-09T20:50:00Z,QQQ,356.766839754,-71,Market,Filled,-25330.445622534,"ORB EOD Flatten" 
2022-02-10T14:55:00Z,QQQ,354.147134565,71,Market,Filled,25144.446554115,"ORB Long qty=71" 
2022-02-10T18:35:00Z,QQQ,350.456174466,-71,Market,Filled,-24882.388387086,"ORB Long ORB Trail Stop" 
2022-02-28T15:00:00Z,QQQ,335.955278457,75,Market,Filled,25196.645884275,"ORB Long qty=75" 
2022-02-28T17:25:00Z,QQQ,335.731288794,-75,Market,Filled,-25179.84665955,"ORB Long BE Stop" 
2022-03-17T14:00:00Z,QQQ,332.0890221,76,Market,Filled,25238.7656796,"ORB Long qty=76" 
2022-03-17T19:50:00Z,QQQ,334.91323959,-76,Market,Filled,-25453.40620884,"ORB EOD Flatten" 
2022-03-23T14:15:00Z,QQQ,345.945511048,73,Market,Filled,25254.022306504,"ORB Long qty=73" 
2022-03-23T18:10:00Z,QQQ,343.975867224,-73,Market,Filled,-25110.238307352,"ORB Long ORB Trail Stop" 
2022-03-25T14:45:00Z,QQQ,351.327904072,72,Market,Filled,25295.609093184,"ORB Long qty=72" 
2022-03-25T15:10:00Z,QQQ,348.129670536,-72,Market,Filled,-25065.336278592,"ORB Long ORB Trail Stop" 
2022-03-30T14:15:00Z,QQQ,361.41014028,69,Market,Filled,24937.29967932,"ORB Long qty=69" 
2022-03-30T15:10:00Z,QQQ,358.816450888,-69,Market,Filled,-24758.335111272,"ORB Long ORB Trail Stop" 
2022-05-03T14:00:00Z,QQQ,311.48649484,81,Market,Filled,25230.40608204,"ORB Long qty=81" 
2022-05-03T19:50:00Z,QQQ,309.741117392,-81,Market,Filled,-25089.030508752,"ORB EOD Flatten" 
2022-05-16T14:30:00Z,QQQ,293.905961104,85,Market,Filled,24982.00669384,"ORB Long qty=85" 
2022-05-16T15:00:00Z,QQQ,290.142186272,-85,Market,Filled,-24662.08583312,"ORB Long ORB Trail Stop" 
2022-05-26T13:55:00Z,QQQ,287.704508272,87,Market,Filled,25030.292219664,"ORB Long qty=87" 
2022-05-26T19:50:00Z,QQQ,292.940640616,-87,Market,Filled,-25485.835733592,"ORB EOD Flatten" 
2022-05-27T14:00:00Z,QQQ,297.669735936,84,Market,Filled,25004.257818624,"ORB Long qty=84" 
2022-05-27T19:50:00Z,QQQ,300.351181736,-84,Market,Filled,-25229.499265824,"ORB EOD Flatten" 
2022-06-07T15:05:00Z,QQQ,300.867969472,84,Market,Filled,25272.909435648,"ORB Long qty=84" 
2022-06-07T19:50:00Z,QQQ,302.457335528,-84,Market,Filled,-25406.416184352,"ORB EOD Flatten" 
2022-07-20T14:25:00Z,QQQ,293.465079291,86,Market,Filled,25237.996819026,"ORB Long qty=86" 
2022-07-20T17:15:00Z,QQQ,293.76793283,-86,Market,Filled,-25264.04222338,"ORB Long Profit Lock Stop" 
2022-07-21T15:35:00Z,QQQ,297.724567775,85,Market,Filled,25306.588260875,"ORB Long qty=85" 
2022-07-21T19:50:00Z,QQQ,299.522150071,-85,Market,Filled,-25459.382756035,"ORB EOD Flatten" 
2022-07-28T15:30:00Z,QQQ,300.928953607,84,Market,Filled,25278.032102988,"ORB Long qty=84" 
2022-07-28T19:50:00Z,QQQ,302.452990771,-84,Market,Filled,-25406.051224764,"ORB EOD Flatten" 
2022-07-29T14:05:00Z,QQQ,306.390086778,82,Market,Filled,25123.987115796,"ORB Long qty=82" 
2022-07-29T19:50:00Z,QQQ,308.832454028,-82,Market,Filled,-25324.261230296,"ORB EOD Flatten" 
2022-08-11T14:05:00Z,QQQ,321.61091948,79,Market,Filled,25407.26263892,"ORB Long qty=79" 
2022-08-11T15:10:00Z,QQQ,318.953623912,-79,Market,Filled,-25197.336289048,"ORB Long ORB Trail Stop" 
2022-08-15T13:55:00Z,QQQ,323.740663722,78,Market,Filled,25251.771770316,"ORB Long qty=78" 
2022-08-15T19:50:00Z,QQQ,325.655479646,-78,Market,Filled,-25401.127412388,"ORB EOD Flatten" 
2022-08-16T15:55:00Z,QQQ,325.108389382,78,Market,Filled,25358.454371796,"ORB Long qty=78" 
2022-08-16T18:50:00Z,QQQ,323.398732307,-78,Market,Filled,-25225.101119946,"ORB Long ORB Trail Stop" 
2022-09-09T14:00:00Z,QQQ,297.841801403,85,Market,Filled,25316.553119255,"ORB Long qty=85" 
2022-09-09T19:50:00Z,QQQ,300.225551839,-85,Market,Filled,-25519.171906315,"ORB EOD Flatten" 
2022-10-05T16:50:00Z,QQQ,274.212474198,92,Market,Filled,25227.547626216,"ORB Long qty=92" 
2022-10-05T19:50:00Z,QQQ,276.796245102,-92,Market,Filled,-25465.254549384,"ORB EOD Flatten" 
2022-10-19T14:20:00Z,QQQ,266.431800453,95,Market,Filled,25311.021043035,"ORB Long qty=95" 
2022-10-19T17:05:00Z,QQQ,262.68337524,-95,Market,Filled,-24954.9206478,"ORB Long ORB Trail Stop" 
2022-11-08T15:25:00Z,QQQ,263.789307483,96,Market,Filled,25323.773518368,"ORB Long qty=96" 
2022-11-08T18:30:00Z,QQQ,263.945899659,-96,Market,Filled,-25338.806367264,"ORB Long Profit Lock Stop" 
2022-11-11T15:15:00Z,QQQ,278.626416159,91,Market,Filled,25355.003870469,"ORB Long qty=91" 
2022-11-11T20:50:00Z,QQQ,282.110592075,-91,Market,Filled,-25672.063878825,"ORB EOD Flatten" 
2022-11-14T15:10:00Z,QQQ,280.466374227,90,Market,Filled,25241.97368043,"ORB Long qty=90" 
2022-11-14T20:50:00Z,QQQ,280.123828842,-90,Market,Filled,-25211.14459578,"ORB EOD Flatten" 
2022-11-23T14:55:00Z,QQQ,282.130166097,90,Market,Filled,25391.71494873,"ORB Long qty=90" 
2022-11-23T20:50:00Z,QQQ,282.139953108,-90,Market,Filled,-25392.59577972,"ORB EOD Flatten" 
2022-12-02T15:15:00Z,QQQ,284.723724012,89,Market,Filled,25340.411437068,"ORB Long qty=89" 
2022-12-02T20:50:00Z,QQQ,285.526258914,-89,Market,Filled,-25411.837043346,"ORB EOD Flatten" 
2022-12-14T15:00:00Z,QQQ,283.784170956,89,Market,Filled,25256.791215084,"ORB Long qty=89" 
2022-12-14T19:05:00Z,QQQ,281.259122118,-89,Market,Filled,-25032.061868502,"ORB Long ORB Trail Stop" 
2023-01-09T14:55:00Z,QQQ,268.011847464,94,Market,Filled,25193.113661616,"ORB Long qty=94" 
2023-01-09T20:15:00Z,QQQ,265.853547144,-94,Market,Filled,-24990.233431536,"ORB Long ORB Trail Stop" 
2023-01-10T15:15:00Z,QQQ,267.079854144,95,Market,Filled,25372.58614368,"ORB Long qty=95" 
2023-01-10T15:45:00Z,QQQ,264.09747552,-95,Market,Filled,-25089.2601744,"ORB Long ORB Trail Stop" 
2023-01-11T15:25:00Z,QQQ,269.856213192,93,Market,Filled,25096.627826856,"ORB Long qty=93" 
2023-01-11T20:50:00Z,QQQ,271.631905728,-93,Market,Filled,-25261.767232704,"ORB EOD Flatten" 
2023-01-23T14:55:00Z,QQQ,280.588852056,90,Market,Filled,25252.99668504,"ORB Long qty=90" 
2023-01-23T20:50:00Z,QQQ,283.139570616,-90,Market,Filled,-25482.56135544,"ORB EOD Flatten" 
2023-01-24T14:55:00Z,QQQ,283.973459376,89,Market,Filled,25273.637884464,"ORB Long qty=89" 
2023-01-24T20:50:00Z,QQQ,282.168335472,-89,Market,Filled,-25112.981857008,"ORB EOD Flatten" 
2023-02-02T15:35:00Z,QQQ,304.310534664,83,Market,Filled,25257.774377112,"ORB Long qty=83" 
2023-02-02T19:35:00Z,QQQ,303.996600072,-83,Market,Filled,-25231.717805976,"ORB Long Profit Lock Stop" 
2023-02-14T15:00:00Z,QQQ,299.836966728,84,Market,Filled,25186.305205152,"ORB Long qty=84" 
2023-02-14T20:50:00Z,QQQ,301.396829232,-84,Market,Filled,-25317.333655488,"ORB EOD Flatten" 
2023-03-06T15:15:00Z,QQQ,296.37387576,85,Market,Filled,25191.7794396,"ORB Long qty=85" 
2023-03-06T17:45:00Z,QQQ,296.540653512,-85,Market,Filled,-25205.95554852,"ORB Long Profit Lock Stop" 
2023-03-15T15:50:00Z,QQQ,291.115471344,87,Market,Filled,25327.046006928,"ORB Long qty=87" 
2023-03-15T19:50:00Z,QQQ,291.988601928,-87,Market,Filled,-25403.008367736,"ORB EOD Flatten" 
2023-03-22T14:25:00Z,QQQ,305.508966543,83,Market,Filled,25357.244223069,"ORB Long qty=83" 
2023-03-22T18:45:00Z,QQQ,308.269974474,-83,Market,Filled,-25586.407881342,"ORB Long TP" 
2023-03-30T14:30:00Z,QQQ,310.362838137,82,Market,Filled,25449.752727234,"ORB Long qty=82" 
2023-03-30T17:35:00Z,QQQ,309.046200903,-82,Market,Filled,-25341.788474046,"ORB Long ORB Trail Stop" 
2023-03-31T14:35:00Z,QQQ,312.16093227,81,Market,Filled,25285.03551387,"ORB Long qty=81" 
